isolate_id_orig,Isolate_ID(GL),Strain_Number,lineage,Host_genus,Host_species,Year,Country,State,County,Town,Host_Environment,Sample_Type,GPS Coordinates,lat,lon,List,Notes,Duplicate
Pram_P2098_EU1,PR-12-065,P2098,EU1,Cinnamomum,camphora,2007,England,,,,,bark,,,,GLCC_DB,,
Pram_P2111_EU2,PR-12-035,P2111,EU2,Quercus,robur,2007,N.Ireland,,Down,,,stem,,,,GLCC_DB,,
P2346,PR-13-009,P2346,EU1,Chamaecyparis,lawsoniana,2010,UK,,,,,,,,,GLCC_DB/ksuga_list,,
P2363,PR-13-019,P2363,EU1,Chamaecyparis,lawsoniana,2010,UK,,,,,,,,,GLCC_DB/ksuga_list,,
P2386,PR-13-028,P2386,EU1,Chamaecyparis,lawsoniana,2010,UK,,,,,,,,,GLCC_DB,,
Pram_P2460_EU2,PR-12-036,P2460,EU2,Larix,kaempferi,2010,,,,Woodburn,,stem,,,,GLCC_DB,,
Pram_P2461_EU2,PR-12-037,P2461,EU2,Larix,kaempferi,2010,N.Ireland,,Antrim,,,stem,,,,GLCC_DB,,
Pram_P2561_EU2,PR-12-038,P2561,EU2,Larix,kaempferi,2011,Scotland,,South Ayrshire,Loch Hill,,stem,,,,GLCC_DB,,
Pram_P2566_EU2,PR-12-039,P2566,EU2,Rhododendron,ponticum,2011,N.Ireland,,Antrim,Glenariff Forest,,shoot,,,,GLCC_DB,,
Pram_P2586_EU2,PR-12-040,P2586,EU2,Larix,kaempferi,2011,Scotland,,South Ayrshire,Glenblainyvaird Loch,,foliage,,,,GLCC_DB,,
Pram_P2599_EU1,PR-12-067,P2599,EU1,Larix,kaempferi,2011,England,,,,,bark,,,,GLCC_DB,,
Pram_P2600_EU1,PR-12-068,P2600,EU1,Larix,kaempferi,2011,England,,,,,bark,,,,GLCC_DB,,
Pram_P2633_EU1,PR-12-069,P2633,EU1,Larix,kaempferi,2009,England,,,,,shoots,,,,GLCC_DB,,
Pram_P2673_EU1,PR-12-071,P2673,EU1,Larix,kaempferi,2009,England,,,,,needles,,,,GLCC_DB,,
Pram_P2677_EU1,PR-12-073,P2677,EU1,Larix,kaempferi,2009,England,,,,,bark,,,,GLCC_DB,,
Pram_P2687_EU1,PR-12-075,P2687,EU1,Larix,kaempferi,2009,England,,,,,needles,,,,GLCC_DB,,
Pram_P2688_EU1,PR-12-076,P2688,EU1,Larix,kaempferi,2009,England,,,,,bark,,,,GLCC_DB,,
Pram_P2707_EU1,PR-12-077,P2707,EU1,Larix,kaempferi,2009,England,,,,,needles,,,,GLCC_DB,,
Pram_P2738_EU1,PR-12-078,P2738,EU1,Larix,kaempferi,2009,England,,,,,needles,,,,GLCC_DB,,
Pram_PR_11_024_NA1,PR-11-024,PC#11-1366,NA1,Cinnamomum,camphora,2011,USA,CA,Marin,,,stem,,,,GLCC_DB,,
Pram_PD-98-8-6743_EU1,PR-05-008,PD98/6743,EU1,Rhododendron,,1998,Netherlands,,,,,,,,,GLCC_DB,,
Pfoli,,Pfoli,foliorum,,,,,,,,,,,,,Yuzon_list,no data,
Phibe,,Phibe,hibernalis,,,,,,,,,,,,,Yuzon_list,no data,
Plat_MPF4,,Plat_MPF4,lateralis,Chamaecyparis,lawsoniana,,,,,,,,,,,Yuzon_list,,
Plat_MPF6,,Plat_MPF6,lateralis,Chamaecyparis,lawsoniana,,,,,,,,,,,Yuzon_list,,
Plat_RH_5,,Plat_RH_5,lateralis,,,,,,,,,,,,,Yuzon_list,no data,
Plat_SMST21,,Plat_SMST21,lateralis,Chamaecyparis,lawsoniana,,,,,,,,,,,Yuzon_list,,
Plat_SMSTG,,Plat_SMSTG,lateralis,Chamaecyparis,lawsoniana,,,,,,,,,,,Yuzon_list,,
Pr-102_a,,Pr102_a,NA1,,,,,,,,,,,,,Pr102 is in our DB but not Pr102_a and Ksuga_list*,no data,
Pr-102_b,,Pr102_b,NA1,,,,,,,,,,,,,Pr102 is in our DB but not Pr102_a and Ksuga_list*,no data,
Pr102_RH_9,,Pr102_RH_9,NA1,Rhododendron,sp.,2013,,,,,,,,,,ksuga_list,,
Pr102_UC_1,,Pr102_UC_1,NA1,Umbellularia,californica,2013,,,,,,,,,,ksuga_list,,
Pr102_UC_4,,Pr102_UC_4,NA1,Umbellularia,californica,2013,,,,,,,,,,ksuga_list,,
Pr-102_yuzon,,Pr-102_yuzon,NA1,,,,,,,,,,,,,,no data,
Pr-106,PR-04-042,Pr106,NA1,Umbellularia,californica,2001,USA,CA,Sonoma,Fairfield Osborn Preserve,,Leaves,,,,GLCC_DB,,duplicate
Pr106,PR-04-042,Pr106,NA1,Umbellularia,californica,2001,USA,CA,Sonoma,Fairfield Osborn Preserve,,Leaves,,,,GLCC_DB,,duplicate
Pr-710_1,,Pr1098,NA1,Quercus,chrysolepsis,2011,,,,,,,,,,ksuga list,,
Pr-745_1,,Pr1102,NA1,Quercus,chrysolepsis,2011,,,,,,,,,,ksuga list,,
Pr-710_2,,Pr1192,NA1,Quercus,chrysolepsis,2011,,,,,,,,,,ksuga list,,
Pr-1197,,Pr1197,NA1,Quercus,chrysolepsis,2011,,,,,,,,,,ksuga_list,,duplicate
Pr-745_3,,Pr1197,NA1,Quercus,chrysolepsis,2011,,,,,,,,,,ksuga list,,duplicate
Pr120,,Pr120,NA1,,,,,,,,,,,,,,no data,
Pr-140.7_a,,Pr-140.7_a,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-140.7_b,,Pr-140.7_b,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-140.9_a,,Pr-140.9_a,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-140.9_b,,Pr-140.9_b,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr1537,,Pr1537,NA1,,,,,,,,,,,,,,no data,
Pram_Pr1546_NA1,PR-12-119,Pr1546,NA1,Quercus,agrifolia,2012,USA,CA,Sonoma,,,,,,,GLCC_DB,,
Pr-1556_0_a,,Pr-1556_0_a,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-1556_0_b,,Pr-1556_0_b,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-1556_7_0,,Pr-1556_7_0,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-1556_7_1_a,,Pr-1556_7_1_a,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-1556_7_1_b,,Pr-1556_7_1_b,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr1556Aug2017,,Pr1556Aug2017,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr1556Jul2017,,Pr1556Jul2017,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr1556Jun2015,,Pr1556Jun2015,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr1556unusual,,Pr1556unusual,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-16_a,,Pr-16_a,NA1,,,,,,,,,,,,,,no data,
Pr-16_b,,Pr-16_b,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr1612,,Pr1612,NA1,,,,,,,,,,,,,,no data,
Pr1620,,Pr1620,NA1,,,,,,,,,,,,,,no data,
Pr1652,,Pr1652,NA1,,,,,,,,,,,,,,no data,
Pr-218,,Pr218,NA1,,,,,,,,,,,,,,no data,duplicate
Pr218,,Pr218,NA1,,,,,,,,,,,,,,no data,duplicate
Pr223,,Pr223,NA1,,,,,,,,,,,,,,no data,
Pr237,,Pr237,NA1,,,,,,,,,,,,,,no data,
Pr-35,PR-12-113,Pr35,NA1,Quercus,agrifolia,,USA,CA,Sonoma,,,,,,,GLCC_DB,,
Pram_Pr420_NA1,PR-12-114,Pr420,NA1,Quercus,agrifolia,2004,USA,CA,Marin,,,,,,,GLCC_DB,,
Pr438,,Pr438,NA1,,,,,,,,,,,,,,no data,
Pr451,,Pr451,NA1,,,,,,,,,,,,,,no data,
Pr-455,,Pr455,NA1,,,,,,,,,,,,,,no data,duplicate
Pr455,,Pr455,NA1,,,,,,,,,,,,,,no data,duplicate
Pr458,,Pr458,NA1,,,,,,,,,,,,,,no data,
Pr467,,Pr467,NA1,,,,,,,,,,,,,,no data,
Pr-472,,Pr472,NA1,,,,,,,,,,,,,,no data,duplicate
Pr472,,Pr472,NA1,,,,,,,,,,,,,,no data,duplicate
Pr-486,,Pr486,NA1,,,,,,,,,,,,,,no data,duplicate
Pr486,,Pr486,NA1,,,,,,,,,,,,,,no data,duplicate
Pram_Pr518_NA1,PR-12-116,Pr518,NA1,Quercus,agrifolia,2009,USA,CA,Marin,,,,,,,GLCC_DB,,
Pr52,PR-04-041,Pr52,NA1,Rhododendron,,,USA,CA,,,,leaves,,,,GLCC_DB,,
Pr710,,Pr710,NA1,Umbellularia,californica,2009,USA,CA,Santa Clara,,,,,,,ksuga list,,
Pr-710_0,,Pr-710_0,NA1,,,,,,,,,,,,,,no data,
Pram_PR_10_106_NA1,PR-10-106,Pr733,NA1,,,2010,USA,CA,Humboldt,,,stream,,,,GLCC_DB,,
Pr745,,Pr745,NA1,,,2010,USA,CA,Santa Clara,,,water,,,,ksuga list,,
Pr-745_0_a,,Pr-745_0_a,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-745_0_b,,Pr-745_0_b,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-745_4_a,,Pr-745_4_a,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr-745_4_b,,Pr-745_4_b,NA1,,,,,,,,,,,,,ksuga_list without a/b*,no data,
Pr93,PR-08-058,Pr93,NA1,Rhododendron,spp,2001,USA,,,,,,,,,GLCC_list,,
Pram_03_0002_EU1,,Pram_03_0002,EU1,Rhododendron,sp.,2003,,,,,,,,,,Yuzon_list,,
Pram_03-0107_EU1,,Pram_03-0107,EU1,Rhododendron,sp.,2003,,,,,,,,,,Yuzon_list,,
Pram_04-0002_NA1,,Pram_04-0002,NA1,Camellia,sp.,2004,,,,,,,,,,Yuzon_list,,
Pram_04-17031_EU1,,Pram_04-17031,EU1,Rhododendron,sp.,2004,,,,,,,,,,Yuzon_list,,
Pram_04-20470_NA2,,Pram_04-20470,NA2,Rhododendron,sp.,2010,,,,,,,,,,Yuzon_list,,
Pram_04-2231_NA1,,Pram_04-2231,NA1,Camellia,japonica,2004,,,,,,,,,,Yuzon_list,,
Pram_04-22572_NA1,,Pram_04-22572,NA1,Rhododendron,sp.,2004,,,,,,,,,,Yuzon_list,,
Pram_04-35009_NA1,,Pram_04-35009,NA1,Gaultheria,sp.,2004,,,,,,,,,,Yuzon_list,,
Pram_04-38813_NA2,,Pram_04-38813,NA2,Viburnum,tinus,2004,,,,,,,,,,Yuzon_list,,
Pram_05-16845_NA2,,Pram_05-16845,NA2,Ardisia,sp.,2005,,,,,,,,,,Yuzon_list,,
Pram_05-9611_NA2,,Pram_05-9611,NA2,Viburnum,sp.,2005,,,,,,,,,,Yuzon_list,,
Pram_06-0012_NA2,,Pram_06-0012,NA2,Soil,sample,2006,,,,,,,,,,Yuzon_list,,
Pram_06-4942_NA2,,Pram_06-4942,NA2,Distyllium,Myricoides,2006,,,,,,,,,,Yuzon_list,,
Pram_07-13013_EU1,,Pram_07-13013,EU1,Rhododendron,sp.,2007,,,,,,,,,,Yuzon_list,,
Pram_07-17204_NA2,,Pram_07-17204,NA2,Gaultheria,sp.,2007,,,,,,,,,,Yuzon_list,,
Pram_08-0688_NA2,,Pram_08-0688,NA2,Rhododendron,sp.,2008,,,,,,,,,,Yuzon_list,,
Pram_08-2933_EU1,,Pram_08-2933,EU1,Pieris,japonica,2008,,,,,,,,,,Yuzon_list,,
Pram_09-4390_NA2,,Pram_09-4390,NA2,Camellia,sp.,2009,,,,,,,,,,Yuzon_list,,
Pram_09-4415_NA2,,Pram_09-4415,NA2,Rhododendron,sp.,2009,,,,,,,,,,Yuzon_list,,
Pram_10-3885_NA2,,Pram_10-3885,NA2,Leucothoe,fontanesia,2010,,,,,,,,,,Yuzon_list,,
Pram_10-4389a_NA2,,Pram_10-4389a,NA2,Rhododendron,sp.,2010,,,,,,,,,,Yuzon_list,,
Pram_10-5341b_EU1,,Pram_10-5341b,EU1,Rhododendron,sp.,2010,,,,,,,,,,Yuzon_list,,
Pram_10-6342a_NA1,,Pram_10-6342a,NA1,Rhododendron,sp.,2010,,,,,,,,,,Yuzon_list,,
Pram_11-1291_NA2,,Pram_11-1291,NA2,unknown,,2011,,,,,,,,,,Yuzon_list,,
Pram_11-263_NA1,,Pram_11-263,NA1,Rhododendron,sp.,2011,,,,,,,,,,Yuzon_list,,
Pram_11-301_EU1,,Pram_11-301,EU1,unknown,,2011,,,,,,,,,,Yuzon_list,,
Pram_132_EU1,,Pram_132,EU1,Rhododendron,cheer,2006,,,,,,,,,,Yuzon_list,,
Pram_24_EU1,,Pram_24,EU1,Rhododendron,germania,2002,,,,,,,,,,Yuzon_list,,
Pram_30_EU1,,Pram_30,EU1,Viburnum,tinus,2003,,,,,,,,,,Yuzon_list,,
Pram_33_EU1,,Pram_33,EU1,Rhododendron,scyphocalix,2003,,,,,,,,,,Yuzon_list,,
Pram_4_EU1,,Pram_4,EU1,Viburnum,tinus,2002,,,,,,,,,,Yuzon_list,,
Pram_62_EU1,,Pram_62,EU1,Rhododendron,sp.,2004,,,,,,,,,,Yuzon_list,,
Pram_73_EU1,,Pram_73,EU1,Rhododendron,sp.,2005,,,,,,,,,,Yuzon_list,,
ND886_QA_7,,QA_E_7,NA1,Quercus,agrifolia,2013,,,,,,,,,,ksuga list,,
ND886_QA_9,,QA_E_9,NA1,Quercus,agrifolia,2013,,,,,,,,,,ksuga list,,
ND886_RH_11,,RH_E_11#4,NA1,Rhododendron,sp.,2013,,,,,,,,,,ksuga list,,
ND886_RH_8,,RH_E_8,NA1,Rhododendron,sp.,2013,,,,,,,,,,ksuga list,,
Pram_PR_10_076_NA1,PR-10-076,RWN-P20-AR,NA1,,,2010,USA,SC,Spartanburg,Roebuck,,container mix,,,,GLCC_DB,,
Pram_PR_09_094_NA1,PR-09-094,SOD-GA-741W3 S1587,NA1,,,,USA,GA,Forsyth,Cumming,,,,,,GLCC_DB,,
Pram_PR_10_098_NA1,PR-10-098,SPN5-P2-2d,NA1,Kalmia,latifolia,2010,USA,SC,Greenville,Greenville,,plant,,,,GLCC_DB,,
Pram_PR_10_103_NA1,PR-10-103,SPN5-P2-3c,NA1,Kalmia,latifolia,2010,USA,SC,Greenville,Greenville,,plant,,,,GLCC_DB,,
Pram_PR_09_002_NA1,PR-09-002,SPN-S1-C,NA1,Rhododendron,catawbiense,,USA,SC,,Greenville,,"container mix sample, combined from 10 -11 plants",,,,GLCC_DB,,
ND886_UC_1,,UC_E_1#6,NA1,Umbellularia,californica,2013,,,,,,,,,,ksuga list,,
PR-18-124,PR-18-124,VN 1015,IC1,,,,Vietnam,,,,Forest,water,"N 22 19.372, E 103 49.780",,,GLCC_DB,,
PR-18-125,PR-18-125,VN 1016,IC1,,,,Vietnam,,,,Forest,water,"N 22 19.372, E 103 49.780",,,GLCC_DB,,
PR-18-063,PR-18-063,VN 118,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-064,PR-18-064,VN 120,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-065,PR-18-065,VN 121,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-066,PR-18-066,VN 122,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-067,PR-18-067,VN 123,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-068,PR-18-068,VN 142,IC2,,,,Vietnam,,,,Forest,water,N22 21.046 E103 46.273,,,GLCC_DB,,
PR-18-069,PR-18-069,VN 150,IC2,,,,Vietnam,,,,Forest,water,N22 21.046 E103 46.273,,,GLCC_DB,,
PR-18-070,PR-18-070,VN 152,unassigned,,,,Vietnam,,,,Forest,water,N22 21.046 E103 46.273,,,GLCC_DB,,
PR-18-071,PR-18-071,VN 160,IC1,,,,Vietnam,,,,Forest,water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-072,PR-18-072,VN 163,IC1,,,,Vietnam,,,,Forest,water,N22 20.906 E103 46.197,,,GLCC_DB,,
PR-18-073,PR-18-073,VN 166,IC1,,,,Vietnam,,,,Forest,water,N22 20.906 E103 46.197,,,GLCC_DB,,
PR-18-074,PR-18-074,VN 169,IC2,,,,Vietnam,,,,Forest,water,N22 21.046 E103 46.273,,,GLCC_DB,,
PR-18-075,PR-18-075,VN 201,IC1,,,,Vietnam,,,,Forest,water,N22 20.906 E103 46.197,,,GLCC_DB,,
PR-18-076,PR-18-076,VN 216,IC1,,,,Vietnam,,,,Forest,water,N22 20.902 E103 46.261,,,GLCC_DB,,
PR-18-077,PR-18-077,VN 217,IC1,,,,Vietnam,,,,Forest,water,N22 20.902 E103 46.261,,,GLCC_DB,,
PR-18-078,PR-18-078,VN 245,unassigned,,,,Vietnam,,,,Forest,water,N22 21.029 E103 46.317,,,GLCC_DB,,
PR-18-079,PR-18-079,VN 280,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-080,PR-18-080,VN 281,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-081,PR-18-081,VN 283,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-082,PR-18-082,VN 284,IC1,,,,Vietnam,,,,Forest,water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-083,PR-18-083,VN 310,IC1,,,,Vietnam,,,,Forest,water,N22 20.902 E103 46.261,,,GLCC_DB,,
PR-18-084,PR-18-084,VN 313,IC1,,,,Vietnam,,,,Forest,water,N22 20.902 E103 46.261,,,GLCC_DB,,
PR-18-085,PR-18-085,VN 314,IC2,,,,Vietnam,,,,Forest,water,N22 21.046 E103 46.273,,,GLCC_DB,,
PR-18-086,PR-18-086,VN 407,IC1,,,,Vietnam,,,,Forest,water,N22 20.902 E103 46.261,,,GLCC_DB,,
PR-18-087,PR-18-087,VN 408,IC1,,,,Vietnam,,,,Forest,water,N22 20.902 E103 46.261,,,GLCC_DB,,
PR-18-127,PR-18-127,VN 409,IC1,,,,Vietnam,,,,Forest,water,N22 20.902 E103 46.261,,,GLCC_DB,,
PR-18-058,PR-18-058,VN 57,IC1,,,2016,Vietnam,,,,Forest,Water,N22 21.029 E103 46.317,,,GLCC_DB,,
PR-18-059,PR-18-059,VN 71,IC1,,,2016,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-060,PR-18-060,VN 75,IC1,,,2016,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-061,PR-18-061,VN 78,IC1,,,2016,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-088,PR-18-088,VN 831,IC1,Rhododendron,sp.,2017,Vietnam,,,,Forest,Leaf,N22 21.026 E103 46.315,,,GLCC_DB,,
PR-18-089,PR-18-089,VN 832,IC1,Rhododendron,sp.,2017,Vietnam,,,,Forest,Leaf,N22 21.026 E103 46.315,,,GLCC_DB,,
PR-18-090,PR-18-090,VN 833,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-091,PR-18-091,VN 835,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-092,PR-18-092,VN 836,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-093,PR-18-093,VN 837,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-094,PR-18-094,VN 852,IC1,,,2017,Vietnam,,,,Forest,Water,"N 22 19.372, E 103 49.780",,,GLCC_DB,,
PR-18-095,PR-18-095,VN 853,IC1,,,2017,Vietnam,,,,Forest,Water,"N 22 19.372, E 103 49.780",,,GLCC_DB,,
PR-18-096,PR-18-096,VN 856,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-097,PR-18-097,VN 857,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-098,PR-18-098,VN 863,IC5,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-099,PR-18-099,VN 864,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-100,PR-18-100,VN 865,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-101,PR-18-101,VN 866,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-102,PR-18-102,VN 876,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-103,PR-18-103,VN 877,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-104,PR-18-104,VN 878,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-105,PR-18-105,VN 879,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-062,PR-18-062,VN 88,IC3,,,2016,Vietnam,,,,Forest,Water,N22 21.029 E103 46.317,,,GLCC_DB,,
PR-18-106,PR-18-106,VN 880,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-107,PR-18-107,VN 881,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-108,PR-18-108,VN 882,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-109,PR-18-109,VN 900,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-110,PR-18-110,VN 901,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-111,PR-18-111,VN 909,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-113,PR-18-113,VN 912,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-114,PR-18-114,VN 914,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.127 E103 46.782,,,GLCC_DB,,
PR-18-115,PR-18-115,VN 915,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-116,PR-18-116,VN 918,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
PR-18-118,PR-18-118,VN 921,IC1,,,,Vietnam,,,,Forest,Water,,,,GLCC_DB,,
PR-18-120,PR-18-120,VN 924,IC1,,,2017,Vietnam,,,,Forest,Water,N22 20.440 E103 46.576,,,GLCC_DB,,
ND886_VT_7,,VT_E_7,NA1,Viburnum,tinus,2013,,,,,,,,,,ksuga list,,
Pram_PR_07_192_NA1,PR-07-192,WA 1107.1,NA1,,,2004,USA,WA,,,,plant,,,,GLCC_DB,,
Pram_PR_04_015_NA2,PR-04-015,wsda 3765,NA2,Rhododendron,,2004,USA,WA,,,,leaves,,,,GLCC_DB,,
Pram_PR_07_191_NA1,PR-07-191,WSDA-1107,NA1,Camellia,spp,2004,USA,WA,,,,plant,,,,GLCC_DB,,
